,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
0,Jon Pardi,Heartache Medication,5qdQPrWmZv8xYhMJCDrdHF,65,2019,country,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,4,True
1,Lil Wayne,Hittas,5s6pKnF3ZPtuqvEx1i1V7U,50,2018,hip-hop,0.788,0.765,2,-3.93,1,0.439,0.274,0.0,0.216,0.666,144.049,223617,4,True
2,JAY-Z,Tom Ford,1PNGJBI1Lx0h8QCpkHKZLU,50,2013,hip-hop,0.863,0.705,8,-6.202,1,0.31,0.05,2.21e-05,0.524,0.599,145.099,189013,4,True
3,Sebastian Mikael,Security Code - Remix,6vOKlLaQVfP4x873M7BCPT,34,2023,soul,0.672,0.483,7,-6.7,0,0.0671,0.151,0.000351,0.485,0.907,72.011,221328,4,False
4,Porta,Este Es Mi Momento,2S6Ao1x0biIYKomIKA2m1C,20,2012,spanish,0.688,0.944,4,-5.408,0,0.396,0.405,0.0,0.0685,0.714,93.789,129440,4,False
5,The Bravery,An Honest Mistake,7DoMGZLVzga3vhyZlb0hBX,54,2005,alt-rock,0.465,0.883,2,-4.259,0,0.0297,3.29e-06,0.506,0.101,0.644,140.047,219707,4,True
6,Russell Dickerson,Blue Tacoma,5PBx0zFfehUMyv5H4YXVAU,63,2017,country,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4,True
7,Green Day,"Good Riddance (Time of Your Life) - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",0QRfuD33MZUknREAabPjci,37,2005,punk,0.198,0.835,7,-6.96,1,0.0781,0.175,2.7e-06,0.665,0.365,85.44,206027,4,False
8,Gucci Mane,Freaky Gurl,4HE3eDiq3tWhO4AvxdDgfc,36,2015,hip-hop,0.733,0.704,0,-1.527,1,0.0536,0.0346,2.25e-05,0.312,0.663,73.485,223613,4,True
9,Frontliner,All That Matters,2dLzKLWFMDsXUDphBnzlwE,18,2020,hardstyle,0.489,0.731,4,-5.108,0,0.0356,0.439,0.00455,0.14,0.184,74.963,177553,4,False
10,Big & Rich,Holy Water,4qCGe8cM5ycEKcPJdRyk3m,37,2004,country,0.536,0.765,0,-1.991,1,0.0277,0.0451,6.97e-06,0.344,0.456,94.677,256813,4,True
11,Vladimir Nechaev,Песня о двух друзьях,6dRn1qjVLCyMTrMnXj2ji0,0,2014,romance,0.565,0.318,3,-13.133,1,0.0626,0.943,0.0,0.134,0.719,76.692,236680,4,False
12,Israel & Rodolffo,Simples Eu Sou - Acústico | Ao Vivo,5PxagSV9qW5xpPQjRfxthC,25,2018,sertanejo,0.596,0.376,4,-9.962,1,0.0278,0.863,0.0,0.956,0.409,100.092,205493,3,False
13,Young Buck,Shorty Wanna Ride,6Y9kdB2O0h9gq9y2vclsWT,55,2004,hardcore,0.582,0.621,11,-6.183,0,0.283,0.00317,0.0,0.111,0.331,179.458,261320,4,True
14,Lil Durk,Pissed Me Off,52nTQQahs46s1iHFQ3Wv5Q,55,2021,hip-hop,0.723,0.516,11,-10.707,0,0.485,0.00311,1.26e-06,0.115,0.223,155.967,123077,4,True
15,Minnesota,Tokyo,44LJnpmmHiU9doSA9izkVc,19,2012,electronic,0.594,0.995,5,-3.066,0,0.0881,0.000764,0.653,0.114,0.324,147.994,321081,4,False
16,Keane,Is It Any Wonder?,13SdYD06T4Cch58i9P6moX,30,2013,piano,0.485,0.923,11,-4.938,0,0.0341,3.32e-05,0.000413,0.295,0.825,129.344,185813,4,True
17,Ron Pope,Wait for Me,06wqh6dsOsVcer1nApgKfJ,6,2009,acoustic,0.441,0.459,2,-5.597,0,0.0288,0.849,0.0,0.205,0.222,128.836,201457,5,False
18,Meek Mill,Off the Corner (feat. Rick Ross),4us7NyQwga5XuGOuvC0L8S,39,2014,hip-hop,0.767,0.63,2,-3.413,1,0.161,0.0172,0.0,0.362,0.124,139.961,224303,4,False
19,Jack Harlow,I'd Do Anything To Make You Smile,7Bot6AB2dsvZEyqzUL8AUH,58,2022,hip-hop,0.832,0.522,2,-7.244,1,0.05,0.012,0.079,0.377,0.253,150.044,193765,4,True
20,Migos,T-Shirt,1rkfJLgTlB6XYNjgZ0sVaK,66,2017,hip-hop,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4,True
21,Leo Estakazero,Meu Encanto - Ao Vivo,0CKcHzU28ZS2MK6kagUNwQ,0,2008,forro,0.639,0.836,2,-4.766,1,0.0316,0.436,0.0,0.133,0.923,92.034,222760,4,False
22,DaBaby,INTRO,77KMttn3Lic7ZQKDlPqp8v,55,2019,hip-hop,0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,100.024,172800,4,True
23,Jason Mraz,Hello - Live from Spotify Sessions,4AYIzS2zLYO3Wx6Zp9SCcP,19,2014,acoustic,0.58,0.406,2,-12.147,0,0.653,0.655,0.0,0.636,0.245,134.579,458709,4,False
24,Steve Pettit Evangelistic Team,"Still, My Soul, Be Still",41uGNsGBpI9lzVmMSS6UVX,24,2012,gospel,0.347,0.423,5,-7.824,1,0.0301,0.701,0.0,0.162,0.32,85.056,200733,4,False
25,Robert Owens,The Rhythm - Roland Nights Remix,1EBJ0KUXKdLz8sxFMbvNyD,0,2020,chicago-house,0.778,0.953,11,-8.952,0,0.1,0.0216,0.677,0.0992,0.697,128.056,403500,4,False
26,Laidback Luke,Show Me Love - Extended Mix,5PL0uWktwzsjuUhw0tjIMQ,30,2009,edm,0.627,0.809,5,-5.32,1,0.0743,0.414,0.00107,0.269,0.604,129.944,400615,4,False
27,Grasshopper,Voanda No Ar (Floating In the Air),4j47nS02ypiUobs7fYvhQt,0,2007,cantopop,0.714,0.645,7,-12.005,1,0.061,0.573,0.128,0.646,0.594,123.033,376842,4,False
28,Bersuit Vergarabat,Qué Tal Si,1nymd0Q8wlYw8GO6qpFFzz,37,2022,ska,0.554,0.494,2,-9.666,1,0.0239,0.21,1.4e-05,0.107,0.228,94.977,230000,3,False
29,BIGBANG,Feeling,0LpZo1lRGyuiEyb5CtF3ja,27,2012,k-pop,0.797,0.783,7,-3.904,1,0.153,0.0182,0.0,0.133,0.67,126.933,215480,4,False
30,Martina McBride,When God-Fearin' Women Get The Blues,78Pl98qYK16Egcle5fMx0G,24,2012,country,0.603,0.707,2,-6.215,1,0.0804,0.118,0.0,0.14,0.455,141.837,299400,4,True
31,La Dispute,For Mayor in Splitsville,0H50pJvxoX8FnL2XD2qFJa,29,2014,emo,0.701,0.604,2,-6.931,1,0.0283,0.00254,0.0185,0.0739,0.756,107.014,214507,4,False
32,I:Scintilla,Cursive Eve,6n406JzqPL2mCN9X2Uinca,30,2007,industrial,0.477,0.904,6,-4.809,0,0.0595,0.00921,0.826,0.143,0.0732,97.956,333213,4,False
33,Легион,Мой день настанет,6uDASVoiKYuakATYq036el,0,2003,heavy-metal,0.524,0.382,1,-10.418,0,0.0281,0.133,2.14e-06,0.0767,0.175,123.09,257600,4,False
34,Simone & Simaria,Eu Vou Te Amar - Ao Vivo,3uPBMKlrcVpjqkO1MXazyX,28,2019,sertanejo,0.678,0.865,2,-2.903,1,0.0848,0.297,0.0,0.436,0.587,121.196,183164,4,False
35,Martyn Joseph,I Searched for You,3orl6b72kv0CWWY1z5yLHc,23,2012,singer-songwriter,0.601,0.655,0,-9.662,0,0.0277,0.835,0.000113,0.107,0.388,95.03,257200,4,False
36,Glee Cast,Uptown Girl,0P3TbJLI2Cb6EQbp4NoAYy,31,2012,club,0.624,0.639,4,-4.048,1,0.0299,0.562,0.0,0.435,0.706,128.983,181200,4,True
37,Nora Van Elken,Revolution,4WLEdS0XdVkurA6ck7wfxo,33,2020,french,0.724,0.65,1,-6.457,1,0.0899,0.127,3.39e-05,0.16,0.665,118.015,176308,4,False
38,Enrique Iglesias,Escape,6KRi6CBUitENJB4HQbSVSD,51,2001,pop,0.777,0.852,11,-5.329,1,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040,4,True
39,Salim–Sulaiman,Ali Maula,5HpnLY6fuuYilWgbD5oIC1,42,2009,folk,0.693,0.456,2,-9.658,1,0.0496,0.0927,5.52e-05,0.111,0.333,129.996,279173,4,False
40,Jethro Tull,Quizz Kid - Steven Wilson Stereo Remix,4llQk8lm8FyL1dbND3nW3w,17,2015,psych-rock,0.472,0.439,6,-12.139,0,0.0447,0.0776,0.0,0.153,0.869,152.796,243533,4,False
41,Jack Ü,To Ü (feat. AlunaGeorge),3UgSQu6WwrXfKKDq019IHE,57,2015,edm,0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160.165,237000,4,False
42,Whitney Houston,My Love Is Your Love,65BU2LdMJF1nAF6QvUaIdx,30,2000,dance,0.769,0.477,7,-9.583,1,0.168,0.0501,2.59e-06,0.0511,0.443,82.504,261400,4,True
43,Glee Cast,We Got The Beat,6ftsePDlSW8SYzjxAGM1ob,34,2012,club,0.632,0.968,8,-3.963,1,0.113,0.0154,0.00161,0.18,0.655,151.909,152187,4,True
44,Mimi Ibarra,Si No Estás Junto a Mí,35tAWkGKrbkSGthlhaSzn1,9,2019,salsa,0.726,0.818,10,-3.43,0,0.0347,0.605,2.07e-06,0.2,0.919,96.663,218545,4,False
45,Justin Bieber,Anyone,2WnAKZefdRHxtBEkRjFOHC,72,2021,pop,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190779,4,True
46,Arrigo Boito,Mefistofele: Act III: Aria: L'altra notte in fonfo al mare (Margherita),0PZXLOZZVTqKdtyJUK61di,5,2014,opera,0.259,0.0451,2,-21.453,1,0.0501,0.987,0.307,0.186,0.0367,136.178,401133,3,False
47,Portugal. The Man,AKA M80 The Wolf,2RGEQlf87DCbRdSAlhRwL6,30,2006,alt-rock,0.662,0.51,4,-7.758,0,0.0302,0.000671,0.778,0.0822,0.43,143.012,236333,4,False
48,Bedehusland,Jeg Løfter Mine Øyne Opp Til Fjellene,1lXyTf6wWr247JdYzSDWal,11,2001,gospel,0.711,0.406,4,-8.332,0,0.0386,0.756,0.0,0.103,0.887,114.233,116840,4,False
49,Johann Sebastian Bach,"Brandenburg Concerto No. 3 in G Major, BWV 1048: I. [Allegro]",4tXktBBrKGTebkYjvzFA3i,48,2008,classical,0.567,0.369,6,-14.772,1,0.041,0.879,0.00478,0.126,0.891,101.105,332320,4,False
50,Mihalis Safras,Phenomenon,6RqlAvSiGFaCzFORGAGVbE,10,2017,minimal-techno,0.708,0.94,10,-5.311,0,0.0721,0.0246,0.962,0.0867,0.921,126.008,170233,4,False
51,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,77,2018,hip-hop,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,True
52,The Mooney Suzuki,I Say I Love You,2HHBJ8a3owoIHLUJGRzu6y,4,2000,garage,0.17,0.979,9,-2.395,1,0.0839,0.0678,0.0,0.387,0.471,154.284,129800,4,False
53,The Weeknd,Faith,3orEOtd8CPL8GFlpRpKuoE,69,2020,pop,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4,True
54,Fleet Foxes,False Knight on the Road,5sYV28zwmyWjDCGMbOJGQ7,32,2018,folk,0.454,0.147,7,-12.675,1,0.0314,0.955,3.92e-05,0.0968,0.312,102.823,225253,4,False
55,Rude Kido,Humedad,0NiDUMiO8zJYMxFdoSbApI,38,2019,dancehall,0.802,0.829,2,-3.725,1,0.182,0.131,2.74e-05,0.176,0.696,97.955,233777,4,False
56,Cyantific,Heart Beating,0pekndBdpexjZzdmDO0QWS,0,2003,drum-and-bass,0.473,0.954,7,-5.117,1,0.07,8.18e-05,0.927,0.229,0.364,172.014,418973,4,False
57,The Stan Laurels,The Not-so-Great Escape (Dirty Version),4F0GWHQ4VISGI2Q74ywNOY,0,2013,power-pop,0.539,0.829,9,-6.445,0,0.041,0.000193,0.921,0.0886,0.378,134.818,118013,5,False
58,Ludacris,Number One Spot,5SV9SnHkuHMh446QsgQtry,46,2004,dance,0.542,0.946,6,-4.279,1,0.378,0.0346,0.0,0.323,0.509,146.7,274467,4,True
59,Secret Garden,Sometimes A Prayer Will Do,6hWKlPxaky6ceoUaYSKhKa,21,2018,new-age,0.295,0.295,11,-9.279,1,0.0336,0.825,0.000192,0.106,0.0852,118.634,288107,4,False
60,Shirley Clamp,Du är allt,5STCXQ3GidFd3ZLyfs6GPM,31,2004,swedish,0.544,0.218,9,-10.593,1,0.0446,0.898,0.0,0.112,0.324,117.094,199933,4,False
61,Maddie & Tae,Woman You Got,2NNioXX1t4whQsBF8FfExl,53,2021,country,0.523,0.896,10,-3.556,1,0.0575,0.105,0.0,0.143,0.729,169.94,177951,4,False
62,The Weeknd,Starry Eyes,6zzdyvVWjGrQBraSvuqJPY,67,2022,pop,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23,148000,4,True
63,SHAED,Trampoline,0lsRatBUs9HNIZAmoGABzk,62,2018,electro,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4,True
64,Robyn Hitchcock,The Green Boy,0zggMHKbPdZsHmyefJdQ8k,1,2003,power-pop,0.486,0.507,6,-12.306,1,0.0297,0.0798,0.000173,0.116,0.28,126.66,247027,4,False
65,Chris Janson,Drunk Girl,1kFBLqkTuNKlspkJ1EOGjN,55,2017,country,0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,207267,4,True
66,Milk & Sugar,Strange Magic - Album Mix,57trOAn8x4tWk2tsItBDyc,1,2003,deep-house,0.738,0.813,7,-7.166,1,0.034,0.00142,0.00191,0.205,0.966,125.051,236827,4,False
67,Glee Cast,Dog Days Are Over,5fGIpWOFzbv8x3Rk1xuZN6,39,2012,club,0.538,0.716,7,-7.197,1,0.0841,0.0144,2.66e-06,0.132,0.343,149.912,252800,4,True
68,Cameron's Bedtime Classics,Hickory Dickory Dock,3WfN1U8tXGzMTiqkGtZiky,13,2015,piano,0.527,0.128,5,-15.5,1,0.0493,0.889,0.921,0.104,0.428,145.769,88791,3,False
69,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,71,2017,hip-hop,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4,True
70,Ingrid Michaelson,Girls Chase Boys,3tInTDUq8wdIMw5ftohmqJ,53,2014,acoustic,0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,221413,4,True
71,Dierks Bentley,Trying To Stop Your Leaving,7zOtXBS23pOhmef9hv6CKk,32,2006,country,0.617,0.57,7,-5.562,1,0.0302,0.00847,5.15e-05,0.0985,0.395,111.846,218147,4,True
72,Kaonashi,Real Leather,6t6sFYuI7fFOamKGPu79ud,25,2018,hardcore,0.299,0.888,1,-5.522,1,0.207,0.000156,3.84e-06,0.5,0.557,150.885,285733,3,False
73,Dashboard Confessional,Don't Wait,0iufOeur7VOffzvM1U35QN,36,2006,emo,0.422,0.836,3,-4.088,1,0.0361,0.000251,0.00166,0.351,0.165,154.013,245000,4,True
74,Robert Wyatt,A Beautiful Peace,2viZ34sXPChqmV6n6KDsS6,5,2007,psych-rock,0.74,0.341,0,-10.193,1,0.0285,0.881,3.81e-05,0.341,0.481,100.025,150840,4,False
75,The Weeknd,Real Life,03j354P848KtNU2FVSwkDG,59,2015,pop,0.581,0.652,11,-5.039,0,0.0496,0.439,0.0,0.351,0.358,90.634,223373,4,True
76,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,78,2015,emo,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4,True
77,Rahat Fateh Ali Khan,Suda Rehna Naam Rab Da,6uL6zZsWI3MfLLkW5YljqT,2,2015,pop-film,0.366,0.672,3,-13.835,1,0.0851,0.196,0.00142,0.249,0.822,175.007,934719,4,False
78,Case,Missing You,74mLqaoGbdKYmgUxoVxD6S,43,2014,hip-hop,0.614,0.547,1,-7.413,0,0.0446,0.293,0.0,0.0443,0.751,86.287,284760,4,True
79,Cascada,What Hurts The Most,0POENHkVNSt9cw5Av2JzcT,14,2012,techno,0.579,0.981,9,-7.433,1,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,218586,4,True
80,Adam Jensen,Gravedigger,3lhKsoqKddYN6F9KccuHmS,40,2022,alt-rock,0.582,0.869,7,-5.861,1,0.044,0.0807,8.35e-06,0.115,0.432,92.523,164499,4,False
81,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G,86,2022,rock,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4,True
82,Keith Urban,Kiss A Girl,4DyKZmONpoggnn3piyjad2,49,2009,country,0.653,0.786,2,-5.418,1,0.0338,0.0103,2.19e-06,0.201,0.477,120.992,226733,4,True
83,Thomas Rhett,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,67,2017,country,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4,True
84,Dannic,Feel Your Love - Radio Edit,7sIdOWe5yYPZ8CExkV72YG,25,2015,progressive-house,0.576,0.944,9,-3.55,0,0.148,0.00887,1.99e-05,0.352,0.18,128.054,204607,4,False
85,AFI,Summer Shudder,55BYnMUhDNtRo4HLvay6hk,46,2006,metal,0.467,0.935,10,-4.125,0,0.107,0.000578,4.06e-05,0.557,0.382,85.004,186973,4,False
86,Adam Lambert,No Boundaries,5gDe25hSVQ69TNmq0PQFag,25,2009,dance,0.516,0.863,6,-2.957,1,0.0358,0.014,0.0,0.0923,0.268,141.963,227800,4,True
87,Gerardo Frisina,Open Up Your Mind,6TsjKV6YEoCGdyA98zdisV,28,2001,jazz,0.679,0.873,8,-8.152,1,0.042,0.00544,0.0577,0.177,0.525,98.012,278962,4,False
88,Amii Stewart,Ain't Nobody's Business,37BZe4MIRnEkFfd8Hflnfh,0,2003,disco,0.416,0.188,4,-11.896,0,0.037,0.848,0.0,0.0992,0.0744,114.601,277800,4,False
89,Lady Gaga,Speechless,1pWZZfszgiDVIzbQLs50Cy,49,2009,dance,0.386,0.697,0,-4.182,1,0.0383,0.436,0.0,0.337,0.407,145.091,270827,4,True
90,Smoking Popes,"Before I'm Gone - Live At The Metro, Chicago, Illinois / November 11th, 2005",40pAuQfrX4PtJJqF86920T,2,2006,power-pop,0.356,0.941,9,-4.95,1,0.0773,6.09e-05,0.307,0.596,0.487,76.579,273080,4,False
91,Trapt,Still Frame,114bGIxUrj6vnZwWEfEdMP,46,2002,alt-rock,0.445,0.932,4,-4.739,1,0.316,0.000866,0.0,0.108,0.51,113.945,271093,4,True
92,Nick Lachey,What's Left Of Me,1bPqAXwNiVcM6zjJU1Z4Cd,46,2006,pop,0.421,0.728,7,-5.644,1,0.035,0.136,0.0,0.136,0.311,150.12,244667,4,True
93,Cristina Amaral,Olho em Tudo (É Impossível) - Ao vivo,5IltrBZrJl7i0ND1P4dPK6,12,2012,forro,0.512,0.484,7,-5.636,0,0.0264,0.409,2.18e-05,0.325,0.387,99.999,299987,4,False
94,Taylor Swift,State Of Grace,5zyCYmiaVE5y26EZuwZbsw,45,2012,pop,0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0885,0.397,129.968,295187,4,True
95,Robert Normann,"Introduction Music To "" Vi Har Det""",5ZjYZCOSJZDpIdDX7vQjoc,0,2003,guitar,0.452,0.523,8,-12.418,1,0.292,0.882,0.893,0.37,0.96,179.619,74815,4,False
96,Max Richter,Infra 1,3c7ZpMEp2doDCVm1Rw7Vf3,16,2014,ambient,0.159,0.354,0,-19.743,1,0.111,0.968,0.976,0.124,0.0542,86.364,244787,3,False
97,Big Syke,Pay Day,5q4mmvHkxVLomqlwjfuLXS,24,2001,funk,0.914,0.525,11,-5.545,0,0.246,0.0589,0.0,0.421,0.49,93.979,276907,4,False
98,Thomas Rhett,Sixteen,3pJkBPHadRAxBBo484RipI,62,2017,country,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4,True
99,Zespół Krakusy,Wiązanka walczyków,471166wSyJbcDGuEPh3N1q,14,2001,disco,0.457,0.62,7,-7.625,1,0.0894,0.746,0.0,0.115,0.886,199.984,250307,3,False
100,Mariah Carey,I'll Be Lovin' U Long Time,1PzVLh1uoq5pAUnqNQElQq,48,2008,dance,0.468,0.723,1,-5.344,1,0.0782,0.19,0.0,0.366,0.449,178.86,181027,4,True
101,d4vd,Here With Me,78Sw5GDo6AlGwTwanjXbGh,92,2022,pop,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485,4,True
102,8 Kalacas,Ninos,4TBjfc8fplhIKeVqyUzC7r,12,2007,ska,0.415,0.975,2,-1.834,1,0.101,0.00377,1.19e-06,0.263,0.528,137.525,211696,4,False
103,Jonas Brothers,BB Good,7KX5NC5lHbjywDbHa2Uace,42,2008,dance,0.656,0.901,4,-5.213,1,0.0398,0.0298,0.00014,0.0546,0.892,135.007,176240,4,True
104,Lifehouse,Whatever It Takes,3nzL5CIQiCEt6jRt1AlQ9d,55,2007,alt-rock,0.439,0.874,0,-4.165,1,0.0299,0.00571,0.0,0.176,0.527,150.036,207240,4,True
105,DaBaby,OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,52,2019,hip-hop,0.801,0.693,0,-4.002,1,0.323,0.0104,0.0,0.376,0.602,164.084,115610,4,True
106,Creed,Overcome,25TQBBKOrtTfnH6QBM9He1,54,2009,alt-rock,0.328,0.926,9,-3.187,1,0.0756,0.00123,0.0,0.127,0.392,194.877,226827,4,True
107,Gail Blanco,Torn Between Two Lovers,3Mix3q5WYT5I0GojqkJ59u,16,2013,acoustic,0.406,0.433,10,-7.641,1,0.0313,0.817,0.0,0.127,0.195,129.919,235987,4,False
108,Water Soundscapes,Serene Verse,4uH8Db3nV2fyCzRFe3e51X,24,2022,sleep,0.079,0.0607,1,-19.726,1,0.0442,0.938,0.995,0.11,0.0379,83.824,151000,4,False
109,Taylor Swift,Begin Again,0L4YCNRfXAoTvdpWeH2RGj,54,2012,pop,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.232,0.323,79.025,237613,4,True
110,Gaelic Storm,Kelly's Wellies,2kcuavNAzjvLjEeAbfn1MA,27,2006,folk,0.634,0.6,2,-5.695,1,0.062,0.48,0.000214,0.384,0.673,93.906,232493,4,False
111,Joji,Run,3AkdSFo7quCZ781KCqNK0T,67,2020,pop,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,195000,3,True
112,Justin Bieber,That Should Be Me,4I0b0kndRAcM2tiZoz8g5B,0,2023,pop,0.545,0.607,8,-5.66,1,0.0322,0.212,0.0,0.158,0.22,139.973,232747,4,True
113,Radiohead,Nude,35YyxFpE0ZTOoqFx5bADW8,68,2007,alt-rock,0.516,0.342,4,-9.785,1,0.0342,0.832,0.579,0.0857,0.167,128.378,255387,3,True
114,Mark Wills,Back At One,72MSivvHmzBcpSvcHRyf9b,39,2000,country,0.627,0.451,11,-9.462,1,0.0275,0.174,0.0,0.0634,0.291,129.872,246493,4,True
115,Ekin Cheng,一生愛你一個,5foyTbYvnfkVP85nTqtwUs,15,2008,cantopop,0.531,0.414,8,-8.001,1,0.0265,0.423,0.0,0.107,0.186,75.821,252520,4,False
116,Bryson Tiller,No Longer Friends,4IdAIZRVkwuQQnHpi529cn,53,2017,hip-hop,0.651,0.663,11,-7.78,1,0.327,0.205,0.0,0.105,0.377,114.137,134747,4,True
117,Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,66,2018,rock,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4,True
118,David Byrne,Outside of Space and Time,6aR20F8CYHrvBPjMtwS2gL,21,2012,punk,0.287,0.288,0,-11.105,1,0.0295,0.854,0.0555,0.0909,0.106,110.088,258213,4,False
119,Cast Of Camp Rock,We Rock,7r6ubHsaieaig4kORmmsDy,49,2008,pop,0.638,0.953,8,-3.491,0,0.11,0.00635,0.0,0.12,0.799,143.849,190933,4,True
120,Monica,So Gone,6BIcjFZIVDZxNAcofRFPx4,63,2003,dance,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,242773,4,True
121,Black Obelisk,Нервы,3oNRrXSIcm4NSEe17kPpyS,17,2004,heavy-metal,0.471,0.976,10,-3.058,0,0.108,0.000913,1.71e-05,0.0746,0.464,96.063,192418,4,False
122,The Weeknd,Best Friends,1E5Xu8dur0fAjSP1VpVhAZ,70,2022,pop,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0,163504,4,True
123,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,75,2015,edm,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4,True
124,Karsh Kale,Tour Guide,3XFhM9ooBwdcbT5spp9oua,7,2001,indian,0.493,0.486,8,-9.117,1,0.0607,0.0289,0.882,0.106,0.295,139.982,280133,4,False
125,System Of A Down,Hypnotize,6oO7WMjD6kEvCITLbVj0mu,68,2005,metal,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,189440,4,True
126,The Chainsmokers,Everybody Hates Me,6ufrOaf4v6Qady6GiIpQ0s,56,2018,dance,0.475,0.752,11,-6.596,0,0.0467,0.00703,0.0,0.406,0.515,154.957,223467,4,True
127,Adele,Cry Your Heart Out,09u787BYeYIGd2mFIJ505t,63,2021,pop,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064,255278,4,True
128,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,64,2018,dance,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,True
129,Winds of Plague,Battle Scars,1NDIGz3bQRWb4KAKwfXd8r,15,2009,black-metal,0.451,0.99,6,-3.809,0,0.131,1.31e-05,0.804,0.371,0.0835,112.606,205547,3,False
130,Jedi Mind Tricks,The Executioners Dream,5UWTQXVBcoa0a9er4sM7Vh,23,2000,hardcore,0.679,0.835,7,-6.907,1,0.353,0.0272,0.00171,0.0787,0.418,87.987,232333,4,False
131,Telefon Tel Aviv,Life Is All About Taking Things In and Putting Things Out,5CJIlnFpOCUrtFjwI6DFVW,18,2001,electro,0.509,0.141,10,-20.507,1,0.0283,0.977,0.898,0.109,0.0551,81.007,285627,4,False
132,Green Day,Oh Love,1qIgyDoc2rwtq8w49jeWL8,53,2012,punk,0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,303293,4,True
133,Ash Roy,Dusty Hit - Ash Roy Remix,5pGFmQNDVYmw7r549Tnd51,0,2013,indian,0.799,0.827,5,-7.272,0,0.045,0.00519,0.872,0.0301,0.41,126.0,443810,4,False
134,The White Stripes,Seven Nation Army,6D09iyAwgY71ScTzBbEOF3,23,2014,blues,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,231920,4,True
135,Childish Gambino,Summertime Magic,4j3GWI86JvSaF0BLdmgcfF,62,2018,hip-hop,0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,213600,4,True
136,Willie Gonzalez,Un Hombre Normal,76LwmTwPzaW2wM6P9oH5QT,25,2020,salsa,0.625,0.709,5,-7.383,1,0.0375,0.64,3.43e-06,0.073,0.688,93.265,241250,4,False
