,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
981,Villain of the Story,Peace of Mind,0bQDlCOcpaM0Ms5GaXVxBP,41,2018,metal,0.568,0.562,2,-8.105,0,0.0312,0.133,1.04e-06,0.0922,0.285,105.018,281143,4,False
982,Korn,Did My Time,2AsTgVcWojYwQAvzgacYWy,48,2003,alt-rock,0.546,0.864,1,-3.893,1,0.0475,5.9e-05,0.00224,0.304,0.274,93.022,244493,4,True
983,Cole Swindell,She Had Me At Heads Carolina,200x8ONbPfFzByUr3fVz46,76,2022,country,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4,True
984,Jon Pardi,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,71,2016,country,0.683,0.796,11,-4.179,1,0.0285,0.111,0.0,0.197,0.531,90.031,201893,4,True
985,Yeah Yeah Yeahs,Maps,0hDQV9X1Da5JrwhK8gu86p,66,2003,alt-rock,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,4,True
986,David Nail,Whatever She's Got,4PJXT82AZtlDW4Q71b43oz,62,2014,country,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4,True
987,Future,Same Damn Time,2krzD9gBw8tI3fmFyCv4sR,39,2012,hip-hop,0.718,0.862,11,-4.915,1,0.0445,0.0135,0.0,0.24,0.305,138.97,273000,4,True
988,Nana Caymmi,Requebre que eu dou um doce / Um vestido de bolero,0d5I06RhQWS5tURQlEV7N4,4,2004,samba,0.786,0.701,9,-10.757,0,0.0592,0.441,0.0,0.118,0.95,102.61,153640,4,False
989,Juan Torres,Y Cómo Es Él,2aimxGwlfMNfu4dJvBoI3D,22,2008,rock-n-roll,0.218,0.524,7,-8.727,1,0.0294,0.373,0.00754,0.342,0.194,181.473,183182,4,False
990,Billy Currington,Must Be Doin' Somethin' Right,6TefPQD0oc88BNALpu4U87,63,2005,country,0.489,0.647,9,-3.424,1,0.027,0.205,0.0,0.0504,0.436,167.792,269587,4,True
991,Joe,I Wanna Know,1m2xMsxbtxv21Brome189p,65,2000,dance,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693,4,True
992,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,74,2018,hip-hop,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4,True
993,Rivers of Nihil,Hollow,02ydmFPiefDdsac2NwbrO4,32,2018,death-metal,0.302,0.877,1,-6.335,1,0.0772,1.4e-05,0.669,0.104,0.212,129.864,313568,3,False
994,Weezer,Pork And Beans,7wclPheMJAUKn2njmO2s3A,58,2008,alt-rock,0.599,0.624,6,-6.622,1,0.0339,0.0109,8.06e-06,0.158,0.706,119.838,189400,4,True
995,Delta Heavy,Take Me Home (feat. Jem Cooke),2okR1poVW1gDDXr60hdzCh,31,2019,drum-and-bass,0.426,0.896,4,-2.136,0,0.0422,0.00213,5.9e-06,0.397,0.27,88.974,232079,4,False
996,Drake,Come Thru,3eN46sMTppXYMAyWi37wn1,61,2013,hip-hop,0.558,0.468,3,-5.812,1,0.173,0.159,0.0,0.586,0.405,81.977,236360,4,True
997,Ai Otsuka,ふたつ星記念日,34142Crq49dJA1Sle7W4LN,20,2004,singer-songwriter,0.777,0.736,5,-5.866,1,0.0278,0.465,7.15e-06,0.291,0.757,127.047,245767,4,False
998,Lorie,Attitudes intro,2eGTdmX4Fb7ZdN7N6ALk6G,5,2004,french,0.755,0.903,7,-6.714,1,0.0679,0.0445,1.36e-05,0.167,0.681,113.021,56173,4,False
999,The Weeknd,Try Me,4ppTAJUbNXELZcoUaL90wo,74,2018,pop,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026,221107,4,True
1000,Tim McGraw,Still,6xZ3fQFc5MtlUofBqtsUgA,23,2009,country,0.413,0.612,1,-6.625,1,0.0276,0.261,0.000875,0.132,0.23,173.412,224147,4,True
1001,Toby Keith,High Maintenance Woman,709C7jhLvAmJdZXmExrdWk,29,2008,country,0.648,0.912,2,-3.879,1,0.0336,0.0313,0.0,0.38,0.799,123.024,201333,4,True
1002,SZA,Good Days,3YJJjQPAbDT7mGpX3WtQ9A,79,2020,pop,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4,True
1003,Al Di Meola,"Passion, Grace & Fire",0Ec7oRRqFAx6yfIYjrMHNh,0,2000,guitar,0.416,0.232,7,-18.076,0,0.0397,0.98,0.894,0.113,0.264,85.32,48413,4,False
1004,Tito Rojas,Codename a Tu Amor,0HjuC5lmHh3pS2OyrBORVu,15,2015,salsa,0.586,0.8,0,-7.17,1,0.0343,0.367,2.41e-06,0.0619,0.926,175.341,363760,4,False
1005,Sunset Session Group,Soulsalicious (Original),5iPUtSL5TBYvrISbCYR7GW,0,2009,groove,0.582,0.707,0,-12.391,0,0.0367,0.32,0.9,0.104,0.698,180.035,373441,4,False
1006,Dan Levy,Man of the House,5mGytqL82Ht6tPl1b53YwX,0,2015,comedy,0.62,0.523,3,-13.225,0,0.902,0.451,0.0,0.892,0.857,127.93,57246,5,False
1007,Flight Facilities,Merimbula,36Ksf0GlKr1VlH55CU556h,30,2014,disco,0.763,0.793,11,-6.053,1,0.0726,0.113,0.774,0.595,0.746,99.965,387427,4,False
1008,Megan Thee Stallion,Her,5hHvFrMnwic82WwRLr4WY0,70,2022,dance,0.945,0.848,1,-4.76,1,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107,4,True
1009,The Weeknd,A Lonely Night,5HFQB9ENLGBHTci7xPmLk6,46,2023,pop,0.854,0.617,5,-7.957,0,0.0767,0.0358,2.23e-05,0.0875,0.84,113.976,220170,4,True
1010,Aaron Lewis,Am I The Only One,3qkHDYDOu1LnDEFP7zII07,50,2021,country,0.617,0.627,1,-4.694,1,0.0269,0.789,1.72e-06,0.11,0.351,112.096,269724,4,True
1011,3 Doors Down,Kryptonite,4pyeD4CtYGcEf7C57Ha6q1,34,2012,alt-rock,0.553,0.942,11,-3.481,0,0.0279,0.00151,0.0,0.131,0.482,99.033,242667,4,True
1012,Meridian Brothers,La mano del muerto,31ShlIu6V34wITwEhKHOI3,0,2009,afrobeat,0.506,0.249,4,-16.408,1,0.347,0.601,0.00287,0.302,0.211,127.951,906173,4,False
1013,Glee Cast,I Look To You,4eqBd8RBPIxtiL9joLZowj,34,2012,club,0.491,0.421,6,-7.044,1,0.0285,0.765,4.85e-05,0.0663,0.0838,101.793,264947,4,True
1014,Britney Spears,Womanizer,4fixebDZAVToLbUCuEloa2,75,2008,dance,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4,True
1015,NF,Time,6MxMqCgqmekcr0VwSU7AVH,70,2019,hip-hop,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,4,True
1016,Kemuel,Lagrimas do Coração,0VQ46kf5q7hFQWmCtY9IHG,6,2013,groove,0.677,0.593,5,-8.879,1,0.0315,0.354,0.0,0.0981,0.58,117.974,205193,4,False
1017,Ne-Yo,Mad,6Hn9Uc1mMNfqChXU3txNke,68,2008,dance,0.727,0.649,0,-5.356,1,0.0338,0.661,0.0,0.111,0.669,129.992,254533,4,True
1018,Daughtry,Crawling Back To You,6BDtTzjbJ5kKKSWcJT8MlX,36,2016,alt-rock,0.438,0.919,0,-2.91,0,0.0495,0.00674,0.0,0.158,0.195,151.026,225813,4,True
1019,Glee Cast,"I Love New York / New York, New York",4OdlzQY1elrRbmXexXTvAp,33,2012,club,0.585,0.717,6,-5.422,0,0.0362,0.0158,0.0,0.406,0.282,140.949,164933,4,True
1020,The Chi-Lites,A Letter To Myself,0xVAJY25FZymnMJJHZxBb5,15,2001,disco,0.46,0.414,11,-13.688,0,0.0382,0.541,1.51e-05,0.324,0.377,131.366,312373,4,False
1021,Kathleen Madigan,"Wrong Ocean Flt 370, Pt. 2",3ZZJGYnxs6nkJHh2MqhqgT,21,2022,comedy,0.551,0.823,8,-6.341,1,0.614,0.807,0.0,0.702,0.449,69.082,177691,3,False
1022,Tour-Maubourg,Saint thé à la menthe,3zGIJWti3JfeOBrmcSfNBy,29,2020,deep-house,0.681,0.63,2,-12.231,1,0.0653,0.0355,0.897,0.128,0.393,132.939,294208,4,False
1023,Fire Strike,Losing Control,487LQ81KqlCApTIFpArFqJ,0,2017,heavy-metal,0.547,0.918,1,-2.786,0,0.0588,0.00996,0.00288,0.0709,0.109,140.009,383585,4,False
1024,The Lost Trailers,Holler Back,3Q39dywbYuBZmQ7sW8sc95,40,2008,country,0.442,0.921,2,-2.344,1,0.0635,0.259,0.0,0.163,0.601,178.124,190813,4,True
1025,Bane,One For The Boys,03TMUKbv9oVpm9XbR3QdLh,16,2005,hardcore,0.354,0.942,0,-8.218,1,0.0784,0.00657,1.56e-06,0.293,0.471,173.987,126547,4,False
1026,Gelena Velikanova,Маленькая Мари - 2022 Remastered,7G8O7V4gO4fO2p1wPussvV,0,2022,romance,0.721,0.415,9,-11.782,1,0.0852,0.965,0.000264,0.124,0.974,79.301,138272,4,False
1027,Elias Mello,Bondade de Deus,4lJ0hA1fLpOntbO0xTFIuo,28,2022,samba,0.59,0.498,2,-10.833,1,0.0287,0.589,2.79e-05,0.147,0.373,137.989,270870,4,False
1028,Matt Johnson,I Will Survive - Acoustic,6yJ2i46cc9WCkzz7UNP9l1,36,2018,acoustic,0.671,0.241,8,-10.317,0,0.0373,0.848,0.0,0.108,0.379,86.165,225349,4,False
1029,Michael Carpenter,The One for Me,4CdFtHAog0oUMorCw4IwOM,0,2003,power-pop,0.536,0.705,7,-5.845,1,0.0294,0.0215,1.72e-06,0.29,0.453,114.98,248267,4,False
1030,Our Lady Peace,Somewhere Out There,6fQJg7MdQssgZJDhTJtFtd,52,2002,alt-rock,0.388,0.746,1,-5.306,1,0.0317,0.000555,0.0,0.0719,0.459,159.707,251333,4,True
1031,Extra Terra,Illuminacity,1Nxm635Ras1sW3VsniMWg5,7,2017,club,0.687,0.992,0,-2.905,1,0.107,0.000142,0.416,0.413,0.533,150.024,231246,4,False
1032,Chuck Wicks,Stealing Cinderella,0Pvbr31U9bjdvUUNGNFnQJ,31,2007,country,0.512,0.396,8,-8.729,1,0.0297,0.439,2.43e-05,0.117,0.281,139.031,242733,4,True
1033,Drama,"Left, Right, Left",0vk5b6kj3QISHg4fpRPi6n,42,2000,hip-hop,0.908,0.517,4,-11.018,1,0.165,0.00834,0.0,0.142,0.539,125.055,217427,4,True
1034,Andy Hui,苦中作樂 - Live,2HhBNvwHduJQ9DRsz33giq,0,2005,cantopop,0.546,0.399,0,-12.553,1,0.0309,0.0988,0.0,0.73,0.338,74.387,187880,4,False
1035,Josh A,Winona,17olDUaWOiOItTlPNMn5nO,19,2017,sad,0.356,0.5,2,-11.702,0,0.257,0.0445,8.5e-05,0.47,0.0379,182.625,155813,3,False
1036,Drake,Emotionless,5Psnhdkyanjpgc2P8A5TSM,63,2018,hip-hop,0.414,0.677,1,-5.12,1,0.254,0.0248,0.0,0.0793,0.0853,172.521,302173,4,True
1037,Top of the Bus,I Can Sing a Rainbow,4gQJDFLFkF7r7DIEVnUHpL,13,2016,party,0.523,0.29,11,-10.195,1,0.0302,0.979,0.000259,0.137,0.515,107.641,136444,4,False
1038,Katinguelê,Já Que Ta Gostoso Deixa - Ao Vivo,5Fuw4RTYLklzjP6sVVjzXo,1,2022,samba,0.731,0.407,0,-17.071,1,0.0475,0.309,0.000203,0.28,0.875,107.963,91848,4,False
1039,Cascada,Everytime We Touch,7dCi75cRLdD5NHsZajSDrz,32,2012,german,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124,4,True
1040,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,65,2015,hip-hop,0.714,0.563,1,-7.574,1,0.0723,0.0266,0.0,0.0776,0.31,100.091,241853,4,True
1041,Hot Action Cop,Why Judy,4bGnCaqw7lWvqLdB6d8UwK,16,2003,funk,0.592,0.75,11,-4.646,0,0.0366,0.135,1.35e-06,0.0972,0.466,142.284,315280,4,False
1042,K-391,Earth,6Z4oCaL8tQBGQRUJRh2Gua,53,2014,dance,0.548,0.8,10,-7.979,1,0.0499,0.0857,0.0105,0.102,0.0882,166.943,233326,4,False
1043,Eminem,When I'm Gone,2lRI7n5b9jlPYsEpRuots6,63,2005,hip-hop,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,281120,4,True
1044,Bingo Players,No. 1 Disco,6geGWMbRB69ALCc7QhT9yo,25,2017,progressive-house,0.792,0.831,11,-4.585,1,0.0446,0.00144,0.495,0.128,0.0603,126.991,175748,4,False
1045,Zhanna Bichevskaya,Долюшка,4c4t8EJYaEGVahmNExvm2j,1,2012,romance,0.249,0.262,7,-11.804,0,0.0323,0.966,1e-06,0.104,0.407,92.817,131947,4,False
1046,George Strait,River Of Love,4GWDHnXmJBZfxe3DWZcPmg,38,2008,country,0.474,0.814,7,-6.875,1,0.0419,0.604,0.0145,0.15,0.91,79.216,195147,4,True
1047,Tim McGraw,My Old Friend,4KtdRKst8VADDsG5xVjvdL,33,2004,country,0.463,0.819,4,-7.662,1,0.0357,0.212,0.000268,0.0599,0.591,183.998,217067,4,True
1048,Smokie Norful,I Need You Now,0rm45k0RSEKyTZnbu3YzAs,23,2012,gospel,0.364,0.293,5,-8.396,0,0.0311,0.806,0.0,0.147,0.269,107.036,252080,1,True
1049,Jon Hassell,Blue Period,7MZitNYMeHDjFamSe2azBa,27,2009,ambient,0.167,0.0441,2,-27.887,0,0.0337,0.889,0.937,0.0941,0.0419,110.02,478253,4,False
1050,BCee,Hold Me,6O5ZIc37tUw6eERs5JoW7D,38,2020,drum-and-bass,0.5,0.689,4,-5.216,0,0.0407,0.0961,0.000729,0.125,0.0846,173.994,270445,4,False
1051,Noisy Neighbors,Logical Nonsense,6GRdQ3YIMh7tkkM6re4th5,4,2023,grindcore,0.508,0.964,8,-5.641,1,0.0623,1.42e-06,0.805,0.144,0.0784,107.52,107023,4,False
1052,Power Trip,When Things Go Wrong,6VV2WfhEUmJrgQOwE4SGi3,35,2019,hardcore,0.361,0.979,11,-6.092,1,0.125,1.8e-06,0.883,0.19,0.465,91.87,116315,4,False
1053,QUITAPENAS,Te Va Gustar,4w42fQUJglruNT8iqrBlw6,2,2021,afrobeat,0.464,0.827,2,-5.352,0,0.211,0.000178,0.000178,0.603,0.532,84.794,178000,4,False
1054,Cody Jinks,Nothing's News,2ZwTsj0dsoutw9iLjhOfX8,49,2022,country,0.559,0.485,11,-8.002,1,0.0279,0.0072,0.0881,0.0971,0.183,117.708,197969,4,False
1055,Feist,1234,1QOuTanfBI04cFsRipvr8U,0,2023,indie-pop,0.709,0.485,2,-7.384,1,0.0447,0.215,4.82e-06,0.088,0.612,109.983,186253,4,True
1056,Imagine Dragons,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,80,2017,rock,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4,True
1057,Sagar,Padam Kadala,6OJemp4sHmpogO2ieTATsq,61,2005,pop,0.79,0.372,1,-8.903,1,0.0623,0.687,0.0,0.103,0.162,94.998,68542,4,False
1058,Smooth,Triumphant,5QVjP3gzWqSwIiEOCc11r0,13,2020,drum-and-bass,0.629,0.994,1,-2.997,1,0.337,0.00239,0.728,0.114,0.154,173.975,272673,4,False
1059,Micha von der Rampe,Meine Tuba macht Krach,5guXgEMpB6v3M59kdNKJtH,14,2018,party,0.742,0.936,2,-2.924,1,0.0713,0.333,0.0,0.104,0.662,133.953,210000,4,False
1060,RJD2,Under The Hammer (Instrumental),3qFcGvB92SKH1vsorcUeZj,7,2004,electro,0.568,0.672,2,-5.804,1,0.0341,0.000869,0.871,0.0666,0.272,177.939,267947,4,False
1061,Adam Barta,I Told Her,4w9F101y71jCSSYO9bBvV6,0,2004,deep-house,0.689,0.718,10,-3.998,1,0.0584,0.422,0.0,0.305,0.729,92.955,219587,4,False
1062,The Hives,Automatic Schmuck,6YKDycpxBjBQnvyrBsPbxE,7,2004,garage,0.18,0.979,11,-5.05,0,0.16,0.00171,0.00247,0.719,0.278,147.813,137392,4,False
1063,Retroj,Silk (Jersey Club),6hLtF7efT5SBn54xdHR3q0,28,2021,club,0.75,0.532,1,-10.336,0,0.467,0.0645,0.147,0.356,0.374,159.921,122201,4,False
1064,Brad Paisley,Anything Like Me,2FGGvxPrVkpJ3lNZQfottL,34,2009,country,0.529,0.541,2,-8.878,1,0.0338,0.452,0.0,0.11,0.463,164.723,253707,4,True
1065,OK Go,I Won't Let You Down,5v2snXqNEVtKxsJy5YBVfV,45,2014,alt-rock,0.755,0.915,2,-3.505,1,0.105,0.0257,0.0,0.0351,0.7,113.986,222440,4,True
1066,Terror Squad,Bring 'Em Back,3vOAPuQ8t1jbKqwEGZ8GNy,18,2004,hardcore,0.647,0.85,7,-4.071,1,0.327,0.0274,0.0,0.252,0.286,92.066,266720,4,False
1067,Bon Jovi,Who Says You Can't Go Home,5439qJTu5mVH9aeriwp03u,55,2005,metal,0.537,0.885,7,-3.641,1,0.0343,0.0437,0.0,0.274,0.802,131.698,230280,4,True
1068,Thomas Rhett,Star Of The Show,1nIyZKYmUsbEowiizbyr2Q,51,2016,country,0.696,0.641,7,-5.807,1,0.0261,0.142,0.0,0.132,0.664,101.981,182600,4,True
1069,Sam Hunt,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,62,2014,country,0.614,0.472,7,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,225693,4,True
1070,Luke Combs,5 Leaf Clover,2RbIoEQeXBoJzWt09eitEI,71,2023,country,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,211053,3,True
1071,Three Days Grace,Pain,5PZ2cqh9Yem2g6cTSOLllz,66,2006,alt-rock,0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515,202973,4,True
1072,POORSTACY,Isolated,0VMeV6HuB5aZO8HJNoNb6G,30,2020,emo,0.486,0.898,7,-5.345,1,0.088,0.0164,0.0,0.357,0.449,149.976,192679,4,False
1073,Tim McGraw,Better Than I Used To Be,0MT21PlGXvd67TNk3ski6c,47,2012,country,0.452,0.566,5,-5.964,1,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,201000,4,True
1074,Burna Boy,Last Last,5YbPxJwPfrj7uswNwoF1pJ,77,2022,dance,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342,4,True
1075,Flo Rida,Right Round,3GpbwCm3YxiWDvy29Uo3vP,74,2009,dance,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640,4,True
1076,Elaine Paige,Father Christmas Eyes,0MMgtFwsTFEwuB8Hn0dhhf,0,2021,opera,0.446,0.0992,0,-19.693,1,0.0335,0.834,2.61e-05,0.117,0.0949,119.859,259306,4,False
1077,Nick Drake,Come Into The Garden (Introduction),1bSFWyVcamk2V5cSIzPvFj,34,2007,folk,0.352,0.046,11,-22.707,1,0.0436,0.945,0.00665,0.11,0.314,96.898,32147,3,False
1078,My Favorite Highway,Dreamer,2pP1bs8SV6k6sry51gI7qb,20,2009,emo,0.6,0.929,1,-4.55,0,0.0381,0.0124,0.0,0.0701,0.501,127.029,222213,4,False
1079,Nithyasree Mahadevan,Teliyaleru Rama (Live),2hic1OBdTWbfZOHPZgyVmW,0,2004,indian,0.409,0.685,9,-10.757,1,0.101,0.8,0.0,0.131,0.613,177.649,591267,4,False
1080,Los Apson,El microscópico bikini,5JJLHeCR8etRnYfVFdz5sY,21,2007,rock-n-roll,0.56,0.915,9,-6.695,1,0.0319,0.458,3.16e-05,0.178,0.971,146.431,182293,4,False
1081,Pretty Ricky,Your Body,5y4TDQdYzlT4eoQIPOgNDz,58,2005,dance,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,240040,4,True
1082,Hinder,Without You,4xNfsvj9mOVnMTvHZZ8HNk,54,2008,alt-rock,0.415,0.816,3,-3.831,1,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,232267,4,True
1083,Rappy McRapperson,Fish Sticks,4Mazl4mE2q640sjm5MEmyn,1,2009,comedy,0.912,0.174,10,-19.703,0,0.408,0.0154,0.0,0.0855,0.624,99.88,198147,4,False
1084,Big & Rich,Wild West Show,0Z9YP4ntjcqlMCfgi5Eete,35,2004,country,0.551,0.879,0,-1.395,1,0.0378,0.0261,2.43e-06,0.132,0.293,106.135,260813,4,True
1085,Hailee Steinfeld,Love Myself,36phXHOKx8rO7CMp2vNX4x,68,2016,dance,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,122.924,218773,4,True
1086,Zhrine,Utopian Warfare,2UHWCSeQpVsBdQHiuNGWJy,17,2016,black-metal,0.313,0.603,0,-11.222,0,0.0451,0.00293,0.962,0.0948,0.0421,105.245,437026,4,False
1087,Ali Zafar,Ishq Nachaunda,35a8HhMIIjD8IiZOEHQfsa,14,2018,pop-film,0.504,0.512,7,-9.466,1,0.0368,0.822,0.0,0.103,0.196,73.093,297718,4,False
1088,Joe Jackson,I Ain't Got Nothin' But The Blues / Do Nothin' 'Til You Hear From Me - Medley,0O6y2mKcNzA7MdCfW3Vst7,3,2012,power-pop,0.561,0.544,8,-6.27,1,0.048,0.205,0.000994,0.206,0.263,157.228,314493,3,False
1089,Morgan Wallen,Last Drive Down Main,3NsqLy0x8l9VyNfOHQTNHs,75,2023,country,0.45,0.846,6,-4.091,1,0.0447,0.116,3.21e-05,0.263,0.598,160.045,193164,4,True
1090,Carrie Underwood,So Small,19TjLu6gqu4F1BDjgXOkP9,31,2014,country,0.406,0.797,3,-1.927,1,0.0401,0.341,0.0,0.0836,0.265,147.607,224707,3,True
1091,Kendrick Lamar,i,7wdzLe2Gsx1RGqbvYZHASz,63,2014,hip-hop,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,231933,4,True
1092,The Raconteurs,"Steady, As She Goes",4xlEKYv7HmC8zXoJIbpZKM,67,2006,alt-rock,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267,4,True
1093,Backyard Babies,I Love to Roll,2VF6gngpthvk2ElsZ8ykrm,8,2001,rock-n-roll,0.454,0.986,11,-3.273,1,0.0971,0.00023,0.00014,0.304,0.245,131.242,124333,4,False
1094,Mike Oldfield,Blues,1hz5dc9upDPbMq7c9Cxcza,20,2003,new-age,0.472,0.278,9,-13.268,0,0.031,0.737,0.9,0.234,0.29,142.513,160173,3,False
1095,Goregonzola,Cuntholz,71HH0z8RybmODyJrmHsOl0,0,2015,grindcore,0.356,0.884,9,-7.374,1,0.0503,1.42e-06,0.74,0.31,0.605,120.034,79312,4,False
1096,Trail Of Tears,Deceptive Mirrors,0s9RgD5FYBfklQ9YN11iWk,10,2007,goth,0.316,0.827,5,-4.693,1,0.0414,1e-05,0.715,0.191,0.264,77.489,268853,4,False
1097,Ederaldo Gentil,Barraco,0LwicMUCET5vgApQlBu9eQ,3,2018,samba,0.805,0.464,0,-11.952,1,0.0413,0.903,0.0857,0.111,0.95,133.328,162853,4,False
1098,Maroon 5,Nobody's Love,2ST72jD2KVe7f3fbcGyX1b,64,2021,pop,0.485,0.567,1,-6.456,1,0.0388,0.316,0.0,0.0949,0.157,93.676,211254,4,True
1099,Alpha Blondy,Cameroun,1JpE1QcPpu19YgrBL1PHSF,17,2007,french,0.79,0.469,2,-9.961,1,0.106,0.0151,0.000775,0.335,0.365,90.018,285080,4,False
1100,BTS,Butter,1mWdTewIgB3gtBM3TOSFhB,71,2021,k-pop,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4,True
1101,Casting Crowns,Anything But Easy,2D7d85KIN7zckN4g177TGE,40,2022,alt-rock,0.501,0.502,6,-7.827,1,0.0303,0.51,0.0,0.142,0.335,80.003,223893,3,False
1102,One True God,Heist,7v0HBoPrja8rI2rmuRTkJD,28,2021,club,0.746,0.788,0,-4.164,1,0.046,0.0715,0.00504,0.332,0.263,115.016,140870,4,False
1103,No Doubt,Hella Good,6AfLmKXzhEZjwiVPs5jhdV,62,2001,dance,0.772,0.665,8,-3.947,1,0.0349,0.0136,0.012,0.0905,0.838,115.138,242587,4,True
1104,Visions of Atlantis,Seven Seas,3qc9YfLcIm9iVGwxPkKwgH,8,2016,goth,0.542,0.826,8,-6.898,0,0.0287,0.00094,0.0,0.0968,0.353,100.037,250640,4,False
1105,Ice Nine Kills,The Jig Is Up,7t4AZWulRfyEVufOI3aHGn,20,2023,metalcore,0.239,0.936,4,-4.096,0,0.159,0.000114,0.0,0.286,0.256,138.978,237933,3,False
1106,Brad Paisley,Wrapped Around,20dc1jFEG3azMMyvpHj8La,42,2001,country,0.616,0.758,9,-8.43,1,0.0434,0.093,0.0,0.132,0.447,141.495,202933,3,True
1107,Tim McGraw,Grown Men Don't Cry,4RtDZMumlKxsN7IL3AJPUx,37,2001,country,0.657,0.513,10,-8.514,1,0.024,0.199,0.0,0.0994,0.56,101.815,235760,4,True
1108,Michael Manson,Goin' Home,3OEwO2rXfmiwxQZxbEXsWh,13,2002,jazz,0.668,0.452,4,-10.288,1,0.0308,0.778,0.841,0.0693,0.524,92.719,235653,4,False
1109,Tove Lo,Cool Girl,3tJ4y2Zqx6gM9xOAuFfsSF,63,2016,dance,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,199179,4,True
1110,Au Bonheur Des Dames,Elle Lit Des Livres (Que J'comprends Rien),6q0hyDv3j9ceKYyjSVo8YK,0,2006,rock-n-roll,0.693,0.747,11,-5.412,0,0.0341,0.123,0.0,0.0636,0.887,90.057,157293,4,False
1111,Gretchen Wilson,All Jacked Up,1B9FG4cLQujWD1NVMVbJwY,43,2005,country,0.392,0.928,0,-3.702,1,0.153,0.189,0.0,0.183,0.765,188.72,212520,3,True
1112,Gavin DeGraw,Chariot,4dygMGhvfENVhwRXmAscbl,53,2003,pop,0.28,0.779,7,-5.104,1,0.0513,0.0435,0.0,0.37,0.345,167.134,239173,4,True
1113,Shawn Mendes,Mercy,0AS63m1wHv9n4VVRizK6Hc,80,2017,dance,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4,True
1114,Tom Misch,Memory,6LUG39CQPJSRC6Pq3myHNk,35,2014,indie-pop,0.397,0.447,1,-8.228,1,0.0785,0.54,0.0147,0.0825,0.152,83.204,340862,4,False
1115,The Fray,Heartbeat,2atYprr9JsQaLynGhrWhld,50,2012,piano,0.458,0.821,9,-5.076,1,0.0334,0.000594,9.46e-05,0.161,0.323,144.46,220693,4,True
1116,Chelsea Cutler,Snow In October,3J5MEfa10EfFho0DDEgnUD,35,2017,electro,0.635,0.304,9,-10.24,0,0.0334,0.896,0.0,0.299,0.353,99.882,199710,4,False
1117,Meditation Music Zone,Buddhism Enlightenment Guided Meditation,702YWBtUMbqPmpv4vEIZ7w,20,2022,sleep,0.216,0.0907,8,-21.178,1,0.0504,0.923,0.95,0.09,0.048,136.213,244918,4,False
1118,Fonky Fresh,Ibland (feat. Daloz),5z9HwnnZfP6TV1fNMWhonP,17,2012,swedish,0.801,0.438,8,-10.769,1,0.105,0.186,0.0,0.0889,0.426,127.963,196702,4,False
